,Intent,Label
1226,"Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving",anger
1227,"@SiobhanSynnot  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @bbcthisweek @afneil #BBCTW",anger
1228,@Trump_Videos she looks completely #rabid @realDonaldTrump,anger
1229,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities.  #innerconflict #conflict #values,anger
1230,"#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates .@GOPoversight @OversightDems on #Mylan #Epipen",anger
1231,Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??,anger
1232,"@BosNaud so scared to ruffle feathers, he resorted to writing in cryptic code. #UncleCamsCabin",anger
1233,"Didn't think Cadres not Getting SRC deployment would make some Cadres so bitter, Ku tough Macom.",anger
1234,I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter 😩,anger
1235,That grudge you're holding keeps making an appearance because #God wants you to deal with it.,anger
1236,@arppaul @chetanlfc @mannkakhiladi @dey_spandan @umeroffcial  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.,anger
1237,🔥Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.🔥 #anger \n\n~Mark Twain,anger
1238,"If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen",anger
1239,I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage,anger
1240,"@iamsrk what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much.",anger
1241,When your sister is 19 and throws legitimate temper tantrums just to get attention..,anger
1242,@luxbet Did you even give out any pizzas ? Serious fail #hungry  #hangry,anger
1243,This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now,anger
1244,@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags,anger
1245,I guess #bradangelina &gt; #anger &gt; #blacklivesmatter,anger
1246,Now that I have my ex's number now its time to prank him. #revenge #prank #whatprankIshoulddo seriously what prank I should I do,anger
1247,"Do not despise the Lord ’s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12",anger
1248,Guy across from me in a really ugly suit cannot stop expressing his displeasure,anger
1249,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness,anger
1250,I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry,anger
1251,@JuliaHB1 Bloody right #fume,anger
1252,@RoyEnglish roy as fiery,anger
1253,Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?,anger
1254,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis ,anger
1255,Listening to Joey really helps me and my anger.,anger
1256,@kerrybowen_ you have anger issues!,anger
1257,i can't believe they're all messing up my favourite of all bakes i feel personally offended,anger
1258,I think they may be #offended,anger
1259,@ashleighjessica @zacflint1 I'd give that pout the firm D,anger
1260,I am using twitter as a coping mechanism for raging out at this kid oops?,anger
1261,@AgentTinsley I believe that's what you call the fury of the righteous.,anger
1262,Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended,anger
1263,#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge,anger
1264,@cxmbeferre so you WOULDNT date me????? #offended,anger
1265,Drop Snapchat names #bored #snap #swap #pics,anger
1266,Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁 #Chargers #Boltup #Recharged,anger
1267,the bee sting still suck i feel sick,anger
1268,I just love it when people make plans for me without actually including me in this process ,anger
1269,"@healeyraine I'm offended, I actually am",anger
1270,pressure does burst pipes 😭,anger
1271,"@voguemagazine, did you not learn from @FreePeople 's viral insult to ballet? Stop trying to wrongfully stick models into pointe shoes 🙄",anger
1272,@realDonaldTrump: No sense in taking out your wrath on innocent people because you think police shot an innocent man. #MakeAmericaSafeAgain,anger
1273,@GriffinBowie23 @AliMcClimond sorry to #offend u griffin!!,anger
1274,@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria,anger
1275,"@sarah_urbina why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?",anger
1276,"@lydss_xx @tharealversace @fatbellybella fuckin luv incense, this is me as fuck 😂",anger
1277,I screened my own snap what kind of narcissistic ass would smh,anger
1278,I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown,anger
1279,@Freepenalties @TMortimerFtbl Doll is a vile creature on the touchline. Every game he has tantrums &amp; shouts at the ref. Would love to see,anger
1280,@jwolfie_ why you gotta use the dark skin emoji ,anger
1281,jamming out to fury in math class wanting to die hbu,anger
1282,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav #offended",anger
1283,@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! #revenge,anger
1284,can't believe Achilles killed me! ,anger
1285,"@a_mxe7 hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate",anger
1286,Indignation: [whispers to date during that terrific Lerman/Letts centerpiece scene] That's his overwhelming sense of indignation.,anger
1287,"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. ",anger
1288,@trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*,anger
1289,@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks ,anger
1290,Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married😭 #nochance #KindaDontMind😉,anger
1291,Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed,anger
1292,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed,anger
1293,"@IndigoHawthorne Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical.",anger
1294,"My leg feels like it's gonna burst, yet I'm still expected to go into work:):)",anger
1295,"The best revenge is to move on, get over it, and continue to succeed. Never give someone the satisfaction of watching you suffer.",anger
1296,Get to work and there's a fire drill. #fire  #outthere #inthedark,anger
1297,@LaraTheIrish &lt; feel everything. She would remember everything. Evanora hoped this would serve to fuel the creatures anger and run rabid &gt;,anger
1298,@Kim_is__bored exactly what I have been saying on fb.. #bitter,anger
1299,Get to work and there's a fire drill. #fire #burning #outthere #inthedark,anger
1300,@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical),anger
1301,"significantly, with a #bitter smile, 'let me",anger
1302,@MetPoliceFC is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types? @KeviboyAllen,anger
1303,Brendan Rodgers looks fuming 😭,anger
1304,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an ",anger
1305,My baskets are better when I'm in a bad mood someone irritate me before practice please,anger
1306,Be chill af if you want to offend someone.,anger
1307,@DRUDGE_REPORT @FoxNews good thing the FBI didn't offend them!,anger
1308,you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm #offended,anger
1309,@danrafaelespn no Tyson fury beat the man who been at top for years Danny Garcia should be above Bradley pacquaio frampton,anger
1310,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav ",anger
1311,"@m_t_f_72 I'm not surprised, I would be fuming! 😤",anger
1312,oh these old things on my face? nah they're not tears from school related anger and frustration nope never,anger
1313,British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!,anger
1314,I need all your attention! If I don't I'll pout..,anger
1315,@AudreyKare i'm like half expecting some rabid troll to come into my mentions accusing me of being a csa apologist or something lmao,anger
1316,"Because it was a perfect illusion, but at least now I know what it was.  #ladygaga #iscalming#mysoul",anger
1317,Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG,anger
1318,"@len_snart gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-",anger
1319,@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another phone,anger
1320,When you forget to mention you were bought dreamboys tickets 🙄😂 #raging,anger
1321,Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival,anger
1322,Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal,anger
1323,"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not",anger
1324,He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.,anger
